FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Type of Transaction,Type of Property,Total Consideration
S92000003,Scotland,Country,2016-12,Count,Transactions,330,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-12,Count,Transactions,410,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-12,Count,Transactions,360,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2016-08,Count,Transactions,9550,Conveyance,Residential,All
S92000003,Scotland,Country,2016-07,Count,Transactions,810,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-08,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-08,Count,Transactions,850,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-07,Count,Transactions,30,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-07,Count,Transactions,9090,Conveyance,Residential,All
S92000003,Scotland,Country,2016-07,Count,Transactions,280,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-08,Count,Transactions,750,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-08,Count,Transactions,2030,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2016-08,Count,Transactions,480,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-08,Count,Transactions,360,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2016-08,Count,Transactions,490,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-08,Count,Transactions,130,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-08,Count,Transactions,4910,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-07,Count,Transactions,1880,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2016-07,Count,Transactions,9100,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-07,Count,Transactions,60,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-07,Count,Transactions,510,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-07,Count,Transactions,360,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2016-07,Count,Transactions,1030,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-07,Count,Transactions,10120,All,All,Not Applicable
S92000003,Scotland,Country,2016-07,Count,Transactions,2920,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-07,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-07,Count,Transactions,730,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-07,Count,Transactions,530,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-07,Count,Transactions,160,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-07,Count,Transactions,4610,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,130,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,460,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-09,Count,Transactions,8650,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-09,Count,Transactions,270,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,9620,All,All,Not Applicable
S92000003,Scotland,Country,2016-09,Count,Transactions,1970,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2016-09,Count,Transactions,4370,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-10,Count,Transactions,970,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-09,Count,Transactions,350,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2016-10,Count,Transactions,2180,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2016-10,Count,Transactions,660,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,2790,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,980,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-09,Count,Transactions,520,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-08,Count,Transactions,960,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-08,Count,Transactions,9560,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-08,Count,Transactions,2990,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-08,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-08,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-08,Count,Transactions,10510,All,All,Not Applicable
S92000003,Scotland,Country,2016-08,Count,Transactions,230,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,780,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,670,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-09,Count,Transactions,8640,Conveyance,Residential,All
S92000003,Scotland,Country,2017-05,Count,Transactions,150,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-05,Count,Transactions,310,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-05,Count,Transactions,2120,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-05,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-05,Count,Transactions,480,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-05,Count,Transactions,1050,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-05,Count,Transactions,340,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-05,Count,Transactions,10470,All,All,Not Applicable
S92000003,Scotland,Country,2017-05,Count,Transactions,860,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2017-06,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-05,Count,Transactions,730,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-05,Count,Transactions,4760,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-05,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-05,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-04,Count,Transactions,4240,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-04,Count,Transactions,320,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-04,Count,Transactions,1980,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-04,Count,Transactions,8290,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-04,Count,Transactions,110,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-04,Count,Transactions,1190,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-04,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-05,Count,Transactions,590,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-05,Count,Transactions,9400,Conveyance,Residential,All
S92000003,Scotland,Country,2017-05,Count,Transactions,9430,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-04,Count,Transactions,8280,Conveyance,Residential,All
S92000003,Scotland,Country,2017-04,Count,Transactions,330,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-05,Count,Transactions,3010,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-07,Count,Transactions,2160,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-07,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-07,Count,Transactions,9920,Conveyance,Residential,All
S92000003,Scotland,Country,2017-07,Count,Transactions,1040,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-06,Count,Transactions,4910,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-06,Count,Transactions,10000,Conveyance,Residential,All
S92000003,Scotland,Country,2017-06,Count,Transactions,170,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-07,Count,Transactions,910,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-07,Count,Transactions,560,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-07,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-07,Count,Transactions,4640,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-07,Count,Transactions,160,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-07,Count,Transactions,3330,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-07,Count,Transactions,410,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-06,Count,Transactions,280,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-06,Count,Transactions,2220,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-06,Count,Transactions,1040,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-06,Count,Transactions,380,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-06,Count,Transactions,11050,All,All,Not Applicable
S92000003,Scotland,Country,2017-06,Count,Transactions,3220,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-06,Count,Transactions,10010,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-06,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-06,Count,Transactions,1010,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2017-06,Count,Transactions,570,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-06,Count,Transactions,810,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-06,Count,Transactions,480,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-06,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-02,Count,Transactions,470,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-02,Count,Transactions,7020,All,All,Not Applicable
S92000003,Scotland,Country,2017-02,Count,Transactions,490,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-02,Count,Transactions,60,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-02,Count,Transactions,6110,Conveyance,Residential,All
S92000003,Scotland,Country,2017-02,Count,Transactions,910,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-02,Count,Transactions,240,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-02,Count,Transactions,3360,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-02,Count,Transactions,530,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2017-02,Count,Transactions,20,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-02,Count,Transactions,1710,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-02,Count,Transactions,6120,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-02,Count,Transactions,20,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-02,Count,Transactions,150,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-01,Count,Transactions,7140,All,All,Not Applicable
S92000003,Scotland,Country,2017-01,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-01,Count,Transactions,1930,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-01,Count,Transactions,890,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-01,Count,Transactions,390,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-01,Count,Transactions,6250,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-01,Count,Transactions,510,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-02,Count,Transactions,240,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-01,Count,Transactions,60,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-02,Count,Transactions,1530,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-01,Count,Transactions,150,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-01,Count,Transactions,6250,Conveyance,Residential,All
S92000003,Scotland,Country,2017-01,Count,Transactions,260,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-03,Count,Transactions,8300,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-03,Count,Transactions,230,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-04,Count,Transactions,720,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2017-04,Count,Transactions,480,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-03,Count,Transactions,530,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-03,Count,Transactions,670,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2017-03,Count,Transactions,320,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-04,Count,Transactions,2610,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-04,Count,Transactions,30,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-04,Count,Transactions,680,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-04,Count,Transactions,720,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-04,Count,Transactions,9480,All,All,Not Applicable
S92000003,Scotland,Country,2017-04,Count,Transactions,230,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-03,Count,Transactions,2010,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-03,Count,Transactions,1230,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-03,Count,Transactions,100,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-03,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-03,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-02,Count,Transactions,440,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-03,Count,Transactions,330,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-03,Count,Transactions,9530,All,All,Not Applicable
S92000003,Scotland,Country,2017-03,Count,Transactions,570,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-03,Count,Transactions,8300,Conveyance,Residential,All
S92000003,Scotland,Country,2017-03,Count,Transactions,710,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-03,Count,Transactions,4490,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-03,Count,Transactions,2540,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-11,Count,Transactions,1530,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-11,Count,Transactions,490,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-11,Count,Transactions,670,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-11,Count,Transactions,390,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2018-11,Count,Transactions,3100,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,540,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-11,Count,Transactions,980,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-11,Count,Transactions,2250,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-11,Count,Transactions,890,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-11,Count,Transactions,90,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-11,Count,Transactions,310,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-11,Count,Transactions,9450,Conveyance,Residential,All
S92000003,Scotland,Country,2018-11,Count,Transactions,9460,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-11,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,70,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,180,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,410,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-10,Count,Transactions,10180,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-10,Count,Transactions,240,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,10170,Conveyance,Residential,All
S92000003,Scotland,Country,2018-10,Count,Transactions,480,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-10,Count,Transactions,4760,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,1000,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,11620,All,All,Not Applicable
S92000003,Scotland,Country,2018-10,Count,Transactions,3440,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,900,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-12,Count,Transactions,9080,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-12,Count,Transactions,1010,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-12,Count,Transactions,10470,All,All,Not Applicable
S92000003,Scotland,Country,2018-12,Count,Transactions,340,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-12,Count,Transactions,710,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-12,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-12,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2019-01,Count,Transactions,620,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2019-01,Count,Transactions,6910,All,Residential,Not Applicable
S92000003,Scotland,Country,2019-01,Count,Transactions,30,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2019-01,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-12,Count,Transactions,310,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2018-12,Count,Transactions,3160,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-12,Count,Transactions,100,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-11,Count,Transactions,10990,All,All,Not Applicable
S92000003,Scotland,Country,2018-11,Count,Transactions,220,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-12,Count,Transactions,2050,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-12,Count,Transactions,9070,Conveyance,Residential,All
S92000003,Scotland,Country,2018-11,Count,Transactions,420,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-11,Count,Transactions,4420,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-11,Count,Transactions,60,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-12,Count,Transactions,3990,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-12,Count,Transactions,1390,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-12,Count,Transactions,310,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-12,Count,Transactions,380,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-12,Count,Transactions,240,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-12,Count,Transactions,870,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-08,Count,Transactions,2350,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-08,Count,Transactions,10000,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-08,Count,Transactions,600,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-08,Count,Transactions,90,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-08,Count,Transactions,410,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2018-07,Count,Transactions,920,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-08,Count,Transactions,11410,All,All,Not Applicable
S92000003,Scotland,Country,2018-08,Count,Transactions,4660,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-08,Count,Transactions,940,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-08,Count,Transactions,70,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-08,Count,Transactions,410,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-08,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2018-08,Count,Transactions,440,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-08,Count,Transactions,280,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-07,Count,Transactions,1050,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-07,Count,Transactions,10110,Conveyance,Residential,All
S92000003,Scotland,Country,2018-07,Count,Transactions,4590,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-07,Count,Transactions,2130,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-07,Count,Transactions,200,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-07,Count,Transactions,290,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-07,Count,Transactions,430,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-07,Count,Transactions,420,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-07,Count,Transactions,3500,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-07,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-07,Count,Transactions,90,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-07,Count,Transactions,330,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2018-07,Count,Transactions,11480,All,All,Not Applicable
S92000003,Scotland,Country,2018-09,Count,Transactions,70,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-09,Count,Transactions,4060,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-09,Count,Transactions,1230,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-09,Count,Transactions,840,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-09,Count,Transactions,530,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-09,Count,Transactions,2930,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-09,Count,Transactions,920,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,430,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2018-10,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-10,Count,Transactions,1440,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-10,Count,Transactions,2290,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-09,Count,Transactions,2050,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-09,Count,Transactions,360,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-09,Count,Transactions,380,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-08,Count,Transactions,3310,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-08,Count,Transactions,1400,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-09,Count,Transactions,260,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-09,Count,Transactions,8840,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-08,Count,Transactions,190,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-08,Count,Transactions,1000,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-08,Count,Transactions,9980,Conveyance,Residential,All
S92000003,Scotland,Country,2018-09,Count,Transactions,8830,Conveyance,Residential,All
S92000003,Scotland,Country,2018-09,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2018-09,Count,Transactions,10070,All,All,Not Applicable
S92000003,Scotland,Country,2018-09,Count,Transactions,350,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2018-09,Count,Transactions,150,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-09,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-05,Count,Transactions,370,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2019-05,Count,Transactions,10490,All,All,Not Applicable
S92000003,Scotland,Country,2019-05,Count,Transactions,260,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2019-05,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,10370,All,All,Not Applicable
S92000003,Scotland,Country,2019-04,Count,Transactions,380,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2019-05,Count,Transactions,930,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2019-05,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2019-05,Count,Transactions,780,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2019-05,Count,Transactions,60,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2019-05,Count,Transactions,9110,Conveyance,Residential,All
S92000003,Scotland,Country,2019-05,Count,Transactions,430,"Three-year lease review, assignation or termination",All,Not Applicable
